This profile was last updated,Status,User ID,Name of Firm,"Trade Name (""Doing Business As ..."")",DUNS Number,Parent DUNS Number,"Address, line 1","Address, line 2",City,State,Zip,Phone Number,Fax Number,E-mail Address,WWW Page,E-Commerce Website,Contact Person,County Code (3 digit),Congressional District,Metropolitan Statistical Area,CAGE Code,Year Established,Accepts Government Credit Card?,GSA Advantage Contract(s)
12/29/2020,Active,P2375761,"Baron, Martine",M. J Baron Consultant,117048147,,110 W End Ave Apt 21D,,New York,NY,10023-6344,917-214-1227,,mbaron@mjbaronconsultant.com,,,Martine J Baron,061,10,5600,8AZ15,2018,[X] Yes [  ] No,
06/30/2020,Active,P2457297,IROC GLOBAL SOLUTIONS LLC,,023289520,,32 DENISE ST,,MASSAPEQUA,NY,11758-4319,516-298-1323,,tbrammer@irocgs.com,,,Tracy Brammer,059,02,5380,8MEJ1,2018,[  ] Yes [X] No,
08/01/2020,Active,P1187934,Bijal Corporation,Fairfield Inn by Mariot,097943935,,2695 Rte 112,,Medford,NY,11763-2521,631-654-3000,631-654-1281,ajayahir@comfortinnmedford.com,www.marriott.com/ispmf,,Ajay Ahir,103,01,5380,3DNJ7,2008,[X] Yes [  ] No,
11/19/2020,Active,P2560268,Artemis Audio & Ayurveda LLC,,117523454,,52 Fenmore Dr,,Wappingers Falls,NY,12590-3834,347-469-6790,,aecampbellintl@gmail.com,https://www.artemisaudioayurveda.com,,Andrew E Campbell,027,18,2281,8SPF5,2020,[  ] Yes [X] No,
05/04/2021,Active,P2188021,"I.A ENGINEERING, P.C.",,076389537,,190 Iceland Dr,,Huntington Station,NY,11746-4242,718-845-9800,,iakbar@iaeeng.com,,,Ijaz Akbar,103,03,5380,7SPD9,2014,[X] Yes [  ] No,
05/04/2021,Active,P2615701,B TCHIN' BABKAS LLC,,127715772,,1 FAIRVIEW RD W,,MASSAPEQUA,NY,11758-8039,516-330-1038,,babkasboss@gmail.com,,,DeAsia Collins,059,02,5380,8X4L5,2019,[X] Yes [  ] No,
12/13/2020,Active,PN100340,"PROGRESSIVE EXPERT CONSULTING, INC.",,781643267,,650 JAMES ST STE 302,,SYRACUSE,NY,13203-2772,315-446-6160,315-701-6732,tim.feng@pecinc.com,http://WWW.PECINC.COM,http://www.SmallBizMall.gov,Timothy Feng,067,24,8160,0NW41,1987,[X] Yes [  ] No,GS-35F-0375V
01/26/2021,Active,P2358555,"Exceptional Staffing Group, Inc.",ESG Supplies NYC,081127452,,47 Birchwood Dr N,,Valley Stream,NY,11580-1905,516-902-1605,,dbrown@exceptionalstaffinggroup.com,www.esgsuppliesnyc.com,http://www.esgsupplies.com,deon brown,059,05,5380,8BL96,2015,[X] Yes [  ] No,
03/04/2021,Active,P1547610,"V.I.P. CONNECTION, INC.",Vip Business Class,036863822,,5338 35th St,,Long Island City,NY,11101-3208,718-392-6100 x3001      ,718-707-0304,george@vipgts.com,www.vipgts.com,https://www.vipgts.com,GEORGE  C  PARAMBIL,081,12,5600,6FL38,1997,[X] Yes [  ] No,
02/17/2021,Active,P2576743,VECTOR IT SOLUTIONS INC,,120424348,,8617 116TH ST APT 3,,RICHMOND HILL,NY,11418-1752,929-323-0212,,john@vectoritsol.com,https://www.vectoritsol.com/,,John Miller,081,05,5600,8UAK7,2020,[X] Yes [  ] No,
03/27/2021,Active,P2463283,"Defrance, Sophian",,117513552,,13850 101st Ave,,Jamaica,NY,11435-4623,347-666-6210,,defrancesophian@yahoo.com,,,Sophian H DeFrance,081,05,5600,8KPS2,2020,[  ] Yes [X] No,
03/10/2021,Active,P2591369,Truth NYC LLC,,081363445,,150 W 84th St #1A,,New York,NY,10024-4668,917-664-7601,,kenan@truthnyc.com,www.truthnyc.com,https://www.truthnyc.com,KENAN AKTULUN,061,10,5600,8W6R4,2009,[  ] Yes [X] No,
05/26/2021,Active,P2264334,"Uncharted Power, Inc.",,078859968,,527 W 125TH ST,,NEW YORK,NY,10027-3402,646-919-0407,,carolina@u-play.co,,,Carolina Martinez,061,13,5600,7ZWM2,2011,[  ] Yes [X] No,
10/30/2020,Active,P2342234,"Alternative Resources, LLC",,116829753,,128 New Holland Vlg,,Nanuet,NY,10954-2443,914-830-5927,,sroman510@gmail.com,,,Steve Roman,087,17,5600,878U9,2018,[X] Yes [  ] No,
07/14/2020,Active,P2480514,NY 29 WEST LLC,,025279904,,21 W 37TH ST,,NEW YORK,NY,10018-6201,212-645-3468 x102       ,,raymondlam@lamgeneration.com,,,RAYMOND LAM,061,12,5600,8MWK0,2006,[X] Yes [  ] No,
07/31/2020,Active,P0847109,"TGA DESIGN CONSULTANTS, INC",,610568656,,15 CALDER PL,,BROOKLYN,NY,11215-5584,718-775-4184,718-228-4963,tyi.aull@tga-design.com,http://www.tga-design.com,http://tgadesign@tga-design.com,TYRONE  AULL,047,07,5600,4PH37,2005,[  ] Yes [X] No,
04/06/2021,Active,P2599357,"DEBERRY GROUP, LLC, THE",,041085733,,4460 Baychester Ave,,Bronx,NY,10466-1128,718-500-4119,,thedeberrygroup82@gmail.com,,,Rashaun DeBerry,005,16,5600,8YE81,2017,[X] Yes [  ] No,
11/03/2020,Active,P2408441,Business Expectations LLC,,117207995,,4962 Taft Rd,,Painted Post,NY,14870-9588,315-436-9918,,melissakdobson@gmail.com,,http://www.businessexpectationsllc.com,Melissa Dobson,101,23,,8EFU2,2010,[X] Yes [  ] No,
09/04/2020,Active,P2498841,HILLTOP MANAGEMENT CONSULTING LLC,,044623773,,130 GLENWOOD AVE APT 63,,YONKERS,NY,10703-2632,646-971-9919,,hmcforyou@outlook.com,https://www.hmcforyou.com,,Natalee Hill,119,16,5600,8Q0B9,2020,[X] Yes [  ] No,
08/28/2020,Active,P2382017,DCS Solutions LLC,,117086235,,812 E 40th St,,Brooklyn,NY,11210-2011,740-563-2127,,davonswinney@yahoo.com,,,Davon Swinney,047,09,5600,8DUL5,2019,[  ] Yes [X] No,
04/14/2021,Active,P2226210,TLZ Architecture D.P.C.,Bureau V Architecture,079402877,,5 TEN EYCK ST APT 19,,BROOKLYN,NY,11206-1018,212-595-2193,,zuspan@bureauv.com,https://www.bureauv.com,https://www.bureauv.com,Peter Zuspan,047,07,5600,7WMG7,2013,[  ] Yes [X] No,
08/14/2020,Active,P2490841,AMERICAN ENVIRONMENTAL & CONSTRUCTION CORP,,042405864,,14118 78TH RD APT 3E,,FLUSHING,NY,11367-3327,929-300-2552,,pprado@amercen.com,,,Pio Prado,081,06,5600,8P5D8,2017,[  ] Yes [X] No,
06/01/2021,Active,P2455701,"N&P ROADSTAR LOGISTICS, LLC",,117491405,,14 W 102ND ST APT 5A,,NEW YORK,NY,10025-4769,917-721-6024,,nproadstarlogistics@gmail.com,,https://nproadstarlogistics.com/,Nathan Elliott,061,13,5600,8KZB9,2016,[X] Yes [  ] No,
08/21/2020,Active,P2497663,"Whyte-Anigboro, Imani L",,117634973,,270 Saint Nicholas Ave Apt 4a,,New York,NY,10027-5339,917-617-8094,,imanilia@imanilia.com,,,Imani L Whyte-Anigboro,061,13,5600,8PDS2,2018,[X] Yes [  ] No,
03/15/2021,Active,P0761648,"ATLANTIC COAST MARKETING, INC.",,618740435,,22 College Ave,,Nyack,NY,10960-4208,877-803-0325,866-806-2303,hamilton@acmit.com,http://www.acmit.com,https://www.acmit.com,VERNON Hamiton,087,17,5600,4DP79,1989,[X] Yes [  ] No,GS-02F-006GA
11/30/2020,Active,P2563053,"Mayella, LLC",,117760572,,93 Smith St,,Roosevelt,NY,11575-1230,516-262-3884,,manontherise@hotmail.com,,,Darryl Toomer,059,04,5380,8SXF1,2019,[X] Yes [  ] No,
09/23/2020,Active,P1979562,Millennial Materials and Devices Inc,,079613325,,25 HEALTH SCIENCES DR # 123,,STONY BROOK,NY,11790-3350,855-388-2800,,millennialmaterials@gmail.com,,https://millennialmaterials.com,Michael Parente,103,01,5380,7FXH2,2014,[  ] Yes [X] No,
05/17/2021,Active,P2388399,Shamanic Fire Reiki LLC,Holistic Healing and Training Center,117071322,,56 W 45th St Ste 1702,,New York,NY,10036-4206,917-443-7788,,shamanicfirereiki@gmail.com,,,Judith Caban,061,12,5600,8BQB8,2019,[X] Yes [  ] No,
08/22/2020,Active,P2498317,FOREVER CARE AGENCY LLC,,124143796,,247 W 145TH ST APT 5A,,NEW YORK,NY,10039-4006,718-908-8628,,Fca.info@yahoo.com,,,Bryan Jones,061,13,5600,8PJ08,2020,[  ] Yes [X] No,
05/11/2021,Active,P1354486,"Dyno Group, Inc.",,830972878,,"61 Johnson Park, Suite A",,Buffalo,NY,14201-2387,716-616-0056,888-917-5501,chris.wan@dynogrp.com,,,CHRISTOPHER  WAN,029,26,1280,667V7,2009,[X] Yes [  ] No,
01/07/2021,Active,P1293083,"5d Architecture & Engineering, PLLC",,961521023,,303 MERRICK RD STE 402,,LYNBROOK,NY,11563-2501,631-561-5454 x701       ,631-824-9143,jprescod@5-th-dim.com,http://www.5-th-dim.com,https://www.5th.dim.com,JACKMAN PRESCOD,059,04,5380,63CN2,2009,[  ] Yes [X] No,
08/01/2020,Active,P2464021,LOUELLA PRESERVATION & REALTY LLC,,117181345,,276 5th Ave Rm 704,,New York,NY,10001-4527,917-995-5338,,Louellapreservation@gmail.com,Louellapreservation.com,,Joyce Bell,061,12,5600,8NGC3,2019,[  ] Yes [X] No,
04/25/2021,Active,P2607585,"DICEYWIFEY CATERED EVENTS, LLC",,070214043,,130 N 20TH ST,,WYANDANCH,NY,11798-2206,718-207-4195,,diceywifeycateredevents@gmail.com,,,Candice Thompson,103,02,5380,8ZSX8,2020,[X] Yes [  ] No,
07/15/2020,Active,P0960970,"AAA ALL VOICE AND DATA, INC.",,825382356,,303 AVE P APT F7,,BROOKLYN,NY,11204-4129,646-208-2797,347-371-9958,vkagan@aaa-avad.com,HTTP://WWW.aaa-avad.com,http://aaa-avad.com,Vitaly Kagan,047,10,5600,52GE4,2006,[X] Yes [  ] No,
04/27/2021,Active,P0639450,"R D M Enterprises, Llc",Microtel Colonie,134340319,,7 Renesselser Ave,,Latham,NY,12110-0000,914-826-3695,518-782-9162,patelmny@gmail.com,http://microtelinn.com,,MANNY  Patel,001,20,0160,3UGE2,2003,[X] Yes [  ] No,
06/11/2020,Active,P2401613,SEW N CITY L.L.C.,,117179370,,478 PORTLAND AVE,,ROCHESTER,NY,14605-1566,585-704-8212,,sew_n_city@icloud.com,,,Shannon Scott,055,25,6840,8DMD8,2012,[X] Yes [  ] No,
09/11/2020,Active,P2483323,WD Certified Contracting LLC,,023905363,,898 Baldwin Dr,,Westbury,NY,11590-1463,516-652-0494,,wdcontracting898@outlook.com,,http://wdcertifiedcontracting.com/,WALTER DESROSIERS,059,04,5380,8N8Q0,2010,[X] Yes [  ] No,
04/09/2021,Active,P2484286,TOPTEN GROUP INC,,117569151,,5718 Woodside Ave Ste B103,,Woodside,NY,11377-3415,718-565-5400 x103       ,718-228-9255,toptengroupny@gmail.com,www.toptengroupusa.com,,Shafiul Azam,081,14,5600,8YVC4,2020,[X] Yes [  ] No,
10/15/2020,Active,P2512489,"ENGLISH RS, LLC",NY ENGLISH GROUP,081764132,,669 ADAMS AVE,,LINDENHURST,NY,11757-5802,646-898-5066,,richard@nyenglishgroup.com,,,Richard Sancho,103,02,5380,8RKQ1,2016,[  ] Yes [X] No,
02/01/2021,Active,P2430232,"CASTRO, LUIS D",LATIN HOME CARE,022946284,,1766 E 172ND ST,,BRONX,NY,10472-2207,802-324-3161,718-918-1769,raquelm.moran@gmail.com,,https://www.latinhomecare.com,Raquel M Moran,005,15,5600,8HM28,1997,[  ] Yes [X] No,
12/17/2020,Active,P2312044,Marvin Pro Cleaning Service LLC,,079506322,,93 Vanderbilt Ave,,Central Islip,NY,11722-1833,631-566-0372,,marvinarizandieta@hotmail.com,https://marvinprocleaningservicellc.com/,,marvin r arizandieta,103,02,5380,84E25,2014,[X] Yes [  ] No,
08/11/2020,Active,P0133587,WATS INTERNATIONAL INC,,101284552,,200 MANCHESTER RD STE 2,,POUGHKEEPSIE,NY,12603-2537,845-473-2106,845-473-2153,wats2@hvc.rr.com,http://www.watsinternational.com,http://www.watsint.com,Jim L Watts,027,18,2281,1EM66,1980,[X] Yes [  ] No,
05/01/2021,Active,P2615036,"D' ALLURE, CORP.",,004947666,,9433 95TH ST,,OZONE PARK,NY,11416-1502,917-676-1155,,denise.dejesus24@gmail.com,,,Denise DeJesus,081,07,5600,906H8,2020,[X] Yes [  ] No,
02/01/2021,Active,P0914866,"R.S.N. Construction Co., Inc.",,199580379,,16 Sycamore,,Roslyn Heights,NY,11577-2522,516-637-8227,718-343-3021,aman@rsn.construction,,,Amandeep Singh,059,03,5380,4XDZ6,2004,[  ] Yes [X] No,
01/26/2021,Active,P2156595,American Veteran Construction Inc.,,080478190,,3210 Webster Ave,,Bronx,NY,10467-4949,917-655-1529,,786veteran@gmail.com,,,Masood  H Najmi,005,14,5600,7S2P2,2016,[  ] Yes [X] No,
08/20/2020,Active,P2492250,AB GLOBAL CONSULTING INC,,046189905,,1513 HARDING PARK,,BRONX,NY,10473-2305,646-864-4197,,abglob@outlook.com,,,MUHAMMAD Z AABDIN,005,15,5600,8NWH1,2020,[X] Yes [  ] No,
01/21/2021,Active,P1693281,"Red Balloon Security, Inc.",,078682097,,639 11th Ave,,New York,NY,10036-2003,917-259-1057,509-352-6884,research-admin@redballoonsecurity.com,www.redballoonsecurity.com,https://www.redballoonsecurity.com,Chris Bodine,061,10,5600,6TM83,2011,[  ] Yes [X] No,
04/23/2021,Active,P2494963,WOMEN'S VETERAN LOGISTIC SERVICES LLC,,117633624,,57 FAIRVIEW CIR,,MIDDLE ISLAND,NY,11953-2338,631-855-6479,,Jaguarnumber1@gmail.com,,,Sharon Robinson,103,01,5380,8PLU5,2019,[X] Yes [  ] No,
09/13/2020,Active,P1976580,DIESEL WORKS INC ,,086575739,,4736 E SAILE DR ,,BATAVIA,NY,14020-1033,585-201-7459,585-201-7458,nashdsylva@gmail.com,www.dieselworksinc.org,,Nash Dsylva,037,27,6840,7FDT3,2014,[X] Yes [  ] No,
03/25/2021,Active,P2596066,All Services Construction NY Inc,,117947039,,24016 70th Ave Fl 2,,Douglaston,NY,11362-1762,646-744-5610,,allservicesconstruction@yahoo.com,,,MEI ZHU,081,03,5600,8WRW6,2018,[X] Yes [  ] No,
08/11/2020,Active,P2197581,Sephira Corporation,,080546689,,21 Shorecliff Pl,,Great Neck,NY,11023-2036,516-864-1429,,sharona@sephiracorp.com,,,Sharona Nosrati,059,03,5380,7TLU4,2017,[X] Yes [  ] No,
09/25/2020,Active,P1809413,Pyramid Safety & Health Solutions Inc ,Pyramid Solutions ,079247092,,146-47 106 Ave ,,Jamaica,NY,11435-5011,347-495-0728,,pshsoln@gmail.com,www.pyramidsoln.com,http://www.pyramidsoln.com,Reagan Branch,081,05,5600,71TF8,2014,[X] Yes [  ] No,
10/01/2020,Active,P1029925,"RB & Son General Contractors, Inc.",,809087948,,11442 122nd St,,South Ozone Park,NY,11420-2023,347-869-3752,347-558-9670,rbalroop@rbsgci.com,,,RICHIE  BALROOP,081,05,5600,59W03,2007,[X] Yes [  ] No,
10/06/2020,Active,P2323872,"Logan, Karelle T",,081332719,,221 Linden Blvd Apt C7,,Brooklyn,NY,11226-3425,646-267-0917,,relishja@gmail.com,,,Karelle T Logan,047,09,5600,85FT2,2018,[  ] Yes [X] No,
04/17/2021,Active,P2514159,MJP SERVICE SOLUTIONS INC,,006366915,,6 Harrison Ave Fl 2,,Hicksville,NY,11801-3156,631-219-1360,631-888-9420,michelle@mjpssinc.com,www.mjpssinc.com,,Michelle Johnson,059,03,5380,8RMP3,2012,[X] Yes [  ] No,
12/08/2020,Active,P0476741,JAMES LLINAS,MULTISOURCE,009198974,,62 MEADOWVIEW LN,,WILLIAMSVILLE,NY,14221-3518,716-863-8320,716-626-5024,llinas@buffalo.edu,,,JAMES  LLINAS,029,26,1280,3X5Y2,1990,[  ] Yes [X] No,
08/24/2020,Active,P2399723,Teach Enrich Consulting Services LLC,,117154548,,12 Strawtown Rd,,West Nyack,NY,10994-1848,347-907-0762,,t.millien@teachenrich.org,,http://teachconsults.com,Tanya Millien,087,17,5600,8DQF4,2018,[X] Yes [  ] No,
08/11/2020,Active,P2489126,"TAUX NEW YORK, LLC",,016517791,,480 S BROADWAY APT 3B,,YONKERS,NY,10705-3284,914-803-5637,,emilsisfeliz@hotmail.com,,,Emilsis Feliz Estrella,119,16,5600,8NXC1,2018,[  ] Yes [X] No,
06/19/2020,Active,P1030364,H & C AUTO COLLISION ,,829309905,,16819 93RD AVE ,,JAMAICA,NY,11433-1252,718-657-3632,718-526-0734,RCHAUCA@AOL.COM,,,RICARDO  CHAUCA,081,05,5600,59XB4,1999,[X] Yes [  ] No,
07/27/2020,Active,P2474984,"Peli Firm LLC, The",,079170217,,1 DOCK 72 WAY,,BROOKLYN,NY,11205-1242,718-878-3959,322-900-7786,francis@thepelifirm.com,,,Francis Peli,047,08,5600,76Z75,2011,[  ] Yes [X] No,
12/13/2020,Active,P0235639,"Hirani Engineering and Land Surveying, P.C.",,127129851,127129851,120 West John St,,Hicksville,NY,11801-1020,516-248-1010 x3005      ,516-248-9018,jhirani@hiranigroup.com,http://www.hiranigroup.com,http://www.hiranigroup.com,JITENDRA HIRANI,059,03,5380,1WNG5,1999,[  ] Yes [X] No,
06/19/2020,Active,P1893676,Equivital Inc.,,079537768,,19 W 34th St Ste 1018,,New York,NY,10001-3006,646-513-4169,,anand.vasudev@equivital-technology.com,,,Anand Vasudev,061,12,5600,77QV5,2014,[X] Yes [  ] No,
06/23/2020,Active,P2424009,"Perezdiaz, LLC",,117360265,,173 E 3rd St,,Corning,NY,14830-3259,202-753-0144,,George@perezdiaz.org,www.perezdiaz.com,,GEORGE PEREZDIAZ,101,23,,8GAB0,2019,[  ] Yes [X] No,
02/19/2021,Active,P2587847,"Keith Sherman & Associates, Inc.",,798299194,,234 W 44th St Ste 1004,,New York,NY,10036-3909,917-680-1000,,keith@ksa-pr.com,ksa-pr.com,http://ksa-pr.com,Keith Sherman,061,12,5600,8VN56,1989,[  ] Yes [X] No,
01/12/2021,Active,P2239995,TEAM C.O.L. MANAGEMENT INC.,,037227192,,5 VESCHI LN S APT 2 # 2,,MAHOPAC,NY,10541-1511,646-578-2619,347-282-2317,COLManagementinc@gmail.com,,,Oscar J  Borrero,079,18,5600,7Z2R8,2009,[  ] Yes [X] No,
05/18/2021,Active,P2468712,CASCADE PYNE SERVICES INC.,,081942894,,1431 Prospect Ave,,Bronx,NY,10456-2238,646-361-8530,,nilamlcharles@gmail.com,,https://www.cancersandanswers.com/,Nila Charles,005,15,5600,8LFW9,2015,[  ] Yes [X] No,
10/23/2020,Active,P2512022,Christopher D Winter,Chris and T's Excellent Cleaning Services,117692572,,180 Erasmus St Apt B3,,Brooklyn,NY,11226-4129,347-909-2019,,deedeebklyn0827@gmail.com,,,Christopher D Winter,047,09,5600,8R7Z8,2020,[  ] Yes [X] No,
01/08/2021,Active,P2575156,JANITORIAL MULTI SERVICES LLC,,117211455,,99 Madison Ave Fl 5,,New York,NY,10016-7419,646-723-1429,,info@jmsnewyork.com,www.jmsnewyork.com,,Janet Vasquez,061,12,5600,8TZH0,2019,[  ] Yes [X] No,
02/09/2021,Active,P2560785,TPISENT INC,TpISENT,082894998,,477 Madison Ave Fl 6,,New York,NY,10022-5827,301-792-6305,,info@tpisent.com,https://tpisent.com,,Aminata Kondeh,061,12,5600,8SZX6,2018,[X] Yes [  ] No,
06/28/2020,Active,P2392966,"GENOSERA, INC.",,117144085,,3 FOREST LN,,GREAT NECK,NY,11024-2017,646-515-0473,,genoseratherapy@gmail.com,,,GIDON AKLER,059,03,5380,8CYT7,2019,[  ] Yes [X] No,
10/30/2020,Active,P0933335,"TECH-SCAN SERVICES, INC.",ALL WIRED UP ELECTRIC,625351171,,69 JOHN ST,,PORT JEFFERSON STATION,NY,11776-4014,631-474-2244,631-474-2246,arlene@allwiredupelectric.com,,,ARLENE CASSINO,103,01,5380,4ZBE3,2002,[X] Yes [  ] No,
05/05/2021,Active,P2608138,"Arris Risk Management, Inc.",Arris Risk Management,118018452,,400 W 153rd St Apt 1A,,New York,NY,10031-1143,347-962-0670,,adream@arrisrisk.com,www.arrisrisk.com,https://www.arrisrisk.com,A'Dream Starkey,061,13,5600,90CN1,2020,[X] Yes [  ] No,
08/11/2020,Active,P2493014,"BUY RITE HOME SALES, INC.",,010795426,,15120 88TH ST APT LK,,HOWARD BEACH,NY,11414-2054,718-322-4700,800-322-4717,rjsantiago@brhsi.com,,,RJ Santiago,081,08,5600,8NSR1,1999,[  ] Yes [X] No,
07/08/2020,Active,P2307535,Enhanced Building Solutions LLC,,066905392,,130 Water St Ste 6E,,New York,NY,10005-1614,917-476-8363,,abhola@ebs.nyc,www.ebs.nyc,,Annmarie  Bhola,061,10,5600,8DSC8,2014,[X] Yes [  ] No,
03/12/2021,Active,P1462637,WEST POINT REALTY INC,HOLIDAY INN,076967301,,7 RUBINSTEIN CT,,SPRING VALLEY,NY,10977-1821,845-446-4277,845-446-4288,rakhilhie@gmail.com,,,RAKHIL PATEL,087,17,5600,683N2,2001,[X] Yes [  ] No,
10/31/2020,Active,P2416423,"Reconnaissance Resources, LLC",,080593418,,205 Fitzmaurice St,,Massapequa Park,NY,11762-2211,646-455-1812,,rich.rodriguez205@gmail.com,https://www.reconrecruiters.com/,https://www.reconrecruiters.com/,Richard Rodriguez,059,02,5380,8G5L9,2017,[  ] Yes [X] No,
11/07/2020,Active,P1673143,REO INTEGRATION INCORPORATED,,052791707,,300 White Plains Rd 1st Floor,,BRONX,NY,10473-2435,718-304-7266,718-881-6405,kris@reointegration.com,http://www.reointegration.com,http://www.reointegration.com,KRISHENDAT  RAMDAT,005,15,5600,5ATA2,2010,[  ] Yes [X] No,
09/11/2020,Active,PN100212,"FUTURE ENVIRONMENT DESIGNS, INC. ",Future Environment Designs Training Center ,195598826,,7 Harby Drive ,,Huntington,NY,11743-5010,516-364-9671,516-750-9531,angelo3@futureenv.com,https://www.futureenvironmentdesigns.com/,,ANGELO  GARCIA III,103,03,5380,0MBE5,1988,[X] Yes [  ] No,
03/27/2021,Active,P2378836,HERNDON ASSOCIATES CONSULTING LLC,,117047580,,24 Flint Rd,,Horseheads,NY,14845-7923,607-562-3383,,rebakelsy@mac.com,https://www.herndonassociatesconsulting.com/,,Reba S Herndon,015,23,2335,8BN81,2019,[X] Yes [  ] No,
01/26/2021,Active,P2154749,CTK Trucking & Logistics Inc.,,080024440,,515 West 143rd St Ste 22,,New York,NY,10031-6014,646-730-5149,,ctktruck@gmail.com,,http://www.ctktrucking.com,Neal J Mcleod,061,13,5600,7RVG0,2015,[X] Yes [  ] No,
03/25/2021,Active,P2190676,"ROZARIO TOUMA, P.C.",ROZARIO & ASSOCIATES,555720247,,55 Broadway Ste 2002,,New York,NY,10006-3790,212-301-2770,718-859-2345,rrozario@rozariolaw.com,,,Rovin Rozario,061,10,5600,7T9D8,2005,[X] Yes [  ] No,
07/30/2020,Active,P2419677,MWB CONSULTING SERVICES LLC,,834287828,,103 Montclair Ave,,Buffalo,NY,14215-2125,716-812-4708,,mwb@morganwilliamsbryant.com,,,Morgan Williams-Bryant,029,26,1280,8FS45,2019,[  ] Yes [X] No,
03/12/2021,Active,P1039632,BRAKE LOCKER U.S.A. CORP.,GMS MARKETING SERVICES,016771748,,191 HEMPSTEAD TPKE,,WEST HEMPSTEAD,NY,11552-1622,800-783-7463,516-483-1404,sterimed@aol.com,http://www.gmsmarketing.com,,Arye Addady,059,04,5380,042V5,1994,[X] Yes [  ] No,
11/10/2020,Active,P2301011,"A2A Energy International, LLC",A2A Energy,079730419,,3620 Harlem Rd,,Buffalo,NY,14215-2042,716-854-2135 x1001      ,716-608-1406,hjain@a2aenergy.com,www.A2Anergy.com,,Hemant Jain,029,26,1280,838Z1,2015,[  ] Yes [X] No,
08/16/2020,Active,P2355013,STR Residential Building Construction Inc.,,116958603,,868 E 93 St,,Brooklyn,NY,11236-2002,301-247-4721,,tashnarine21@gmail.com,,,Tiexeina Narine,047,08,5600,88HV9,2018,[  ] Yes [X] No,
01/22/2021,Active,P2435572,H&K EMPIRE LLC,,038320504,,6898 MINNICK RD,,LOCKPORT,NY,14094-7946,716-242-9028,,hkempire19@gmail.com,,,Hercules Andrade,063,27,1280,8HCR1,2018,[X] Yes [  ] No,
05/29/2021,Active,P0911414,Crystalgen Inc,,033429775,,25 Austin Blvd ste A,,Commack,NY,11725-5734,631-864-2253,631-864-1038,davidliu@crystalgen.com,,http://crystalgen.com/,DAVID LIU,103,03,5380,4WZE6,2003,[X] Yes [  ] No,
02/12/2021,Active,P2350981,"Yaya, Aminou",,116934750,,2270 Walton Ave Apt 805,,Bronx,NY,10453-1901,646-702-7023,,abenyayat@gmail.com,,,AMINOU YAYA,005,15,5600,880Z6,2018,[  ] Yes [X] No,
04/02/2021,Active,P1027641,PURE TOUCH LLC,SKY WATER,013164356,,425 BROADWAY FL 4,,NEW YORK,NY,10013-2599,917-957-9044,212-680-4250,JOE@SKYWATERSYSTEMS.COM,http://www.skywatersystems.com,http://www.skywatersystems.com,JOE  JAJATI,061,10,5600,59MC3,2007,[X] Yes [  ] No,
10/07/2020,Active,P0989058,Vinoleo Solution & Services Corporation,Vinoleo S&S,827685152,,20115 33RD AVE,,BAYSIDE,NY,11361-1009,917-582-3670,253-369-1142,jamesdu@vinoleoinc.com,http://www.vinoleoinc.com,,JAMES DU,081,06,5600,55KX0,2007,[X] Yes [  ] No,
06/23/2020,Active,P0516186,ShadowTV Inc,,030959949,,630 9TH AVE STE 202,,NEW YORK,NY,10036-4752,212-445-2540,212-445-2540,jkim@shadowtv.com,http://www.shadowtv.com,,JOACHIM  KIM,061,10,5600,3PPM3,1999,[X] Yes [  ] No,
03/25/2021,Active,P2404291,"Blingby, LLC",,116814574,,142 W 57th St Ste 06-113,,New York,NY,10019-3300,877-288-5607,,marcia.favale@blingby.com,,,Marcia Favale,061,12,5600,8EM01,2015,[X] Yes [  ] No,
06/02/2021,Active,P2436565,CONVERGIX LLC,,117427511,,2731 Hering Ave,,Bronx,NY,10469-5320,848-250-3597,,lharris@convergix.nyc,www.convergix.nyc,,LaQuan Harris,005,14,5600,8HCU7,2019,[X] Yes [  ] No,
09/19/2020,Active,P0261287,WESTBROOK MARKETING LLC,,962978946,,3199 ALBANY POST RD,,BUCHANAN,NY,10511-1638,914-736-6101,914-736-6104,westbrookmktng@aol.com,,https://www.westbrookmarketing.com,Michael Santos,119,17,5600,1BMB5,1985,[X] Yes [  ] No,
05/07/2021,Active,P2610962,Hyde & Myers Holding LLC,Multiflex,118032578,,333 Cypress Ave Apt 7D,,Bronx,NY,10454-1538,917-204-2086,,myers.erika@gmail.com,,,Erika  Myers,005,15,5600,90EF6,2021,[X] Yes [  ] No,
03/31/2021,Active,P2241416,"K&M HUBBARD ENTERPRISE, LLC",,080697644,,2465 Elijahs Ln,,Mattituck,NY,11952-2412,631-315-5051,,km@kmnemtservices.com,,https://kmnemtservices.com,Katherine Hubbard,103,01,5380,7Y6M1,2017,[X] Yes [  ] No,
02/09/2021,Active,P2583301,ANTISOCIAL FASHION OBJECTS L.L.C.,,108444201,,97 FREDA AVE,,BUFFALO,NY,14225-4555,716-553-4474,,trina.brown36@yahoo.com,,,Trina Brown,029,26,1280,8V9E5,2020,[X] Yes [  ] No,
03/31/2021,Active,P2416421,IMPRESSIVE CARE LLC,,053611445,053611445,51 Vernon Pl Ste 101,,Mount Vernon,NY,10552-2223,609-384-1647,,aparkernurse@gmail.com,,,Annette Parker,119,16,5600,8QSZ2,2016,[X] Yes [  ] No,
